X,Y,Z,layer_id_5MethodGeometryBased,layer_id,proc_I,proc_U,proc_WFS,proc_speed,matched_layer_id
1861.06,354.48,-35.0191,5,5,117.18875444839742,12.023046263345115,5.446800711743731,0.93823451957294,5
1861.06,351.124,-34.5802,5,5,117.18875444839742,12.023046263345115,5.446800711743731,0.93823451957294,5
1861.09,354.858,-38.6589,5,5,117.0,12.01,5.44,0.936,5
1861.1,351.191,-34.4164,5,5,117.0,12.01,5.44,0.936,5
1861.12,354.428,-34.7817,5,5,117.0,12.01,5.44,0.936,5
1861.12,354.801,-38.539,5,5,117.0,12.01,5.44,0.936,5
1861.13,351.255,-34.2935,5,5,117.0,12.01,5.44,0.936,5
1861.15,354.374,-34.6444,5,5,117.0,12.01,5.44,0.936,5
1861.16,351.319,-34.1793,5,5,117.0,12.01,5.44,0.936,5
1861.17,354.319,-34.5721,5,5,117.0,12.01,5.44,0.936,5
1861.19,351.383,-34.0729,5,5,117.0,12.01,5.44,0.936,5
1861.21,351.442,-34.0316,5,5,117.0,12.01,5.44,0.936,5
1861.21,354.266,-34.4017,5,5,117.0,12.01,5.44,0.936,5
1861.22,354.21,-34.3459,5,5,117.0,12.01,5.44,0.936,5
1861.23,351.505,-33.9261,5,5,117.0,12.01,5.44,0.936,5
1861.24,354.154,-34.257,5,5,117.0,12.01,5.44,0.936,5
1861.24,351.564,-33.9091,5,5,117.0,12.01,5.44,0.936,5
1861.25,351.623,-33.8921,5,5,117.0,12.01,5.44,0.936,5
1861.25,354.098,-34.2012,5,5,117.0,12.01,5.44,0.936,5
1861.26,351.74,-33.8493,5,5,117.0,12.01,5.44,0.936,5
1861.26,351.682,-33.8663,5,5,117.0,12.01,5.44,0.936,5
1861.27,351.857,-33.8153,5,5,117.0,12.01,5.44,0.936,5
1861.27,354.043,-34.1212,5,5,117.0,12.01,5.44,0.936,5
1861.27,351.799,-33.8323,5,5,117.0,12.01,5.44,0.936,5
1861.28,353.987,-34.0731,5,5,117.0,12.01,5.44,0.936,5
1861.29,351.917,-33.7662,5,5,117.0,12.01,5.44,0.936,5
1861.29,351.976,-33.7569,5,5,117.0,12.01,5.44,0.936,5
1861.3,352.608,-33.8203,5,5,117.0,12.01,5.44,0.936,5
1861.3,353.932,-33.9853,5,5,117.0,12.01,5.44,0.936,5
1861.3,352.091,-33.7559,5,5,117.0,12.01,5.44,0.936,5
1861.3,352.665,-33.8275,5,5,117.0,12.01,5.44,0.936,5
1861.3,352.034,-33.7486,5,5,117.0,12.01,5.44,0.936,5
1861.3,352.148,-33.7709,5,5,117.0,12.01,5.44,0.936,5
1861.31,352.208,-33.7131,5,5,117.0,12.01,5.44,0.936,5
1861.31,352.495,-33.765,5,5,117.0,12.01,5.44,0.936,5
1861.31,352.324,-33.7199,5,5,117.0,12.01,5.44,0.936,5
1861.31,352.552,-33.781,5,5,117.0,12.01,5.44,0.936,5
1861.32,352.382,-33.7106,5,5,117.0,12.01,5.44,0.936,5
1861.32,353.819,-33.8979,5,5,117.0,12.01,5.44,0.936,5
1861.32,352.267,-33.7048,5,5,117.0,12.01,5.44,0.936,5
1861.32,352.44,-33.7023,5,5,117.0,12.01,5.44,0.936,5
1861.32,353.876,-33.9139,5,5,117.0,12.01,5.44,0.936,5
1861.33,353.704,-33.8601,5,5,117.0,12.01,5.44,0.936,5
1861.33,352.729,-33.7056,5,5,117.0,12.01,5.44,0.936,5
1861.33,353.762,-33.8751,5,5,117.0,12.01,5.44,0.936,5
1861.34,353.075,-33.7084,5,5,117.0,12.01,5.44,0.936,5
1861.34,352.787,-33.6886,5,5,117.0,12.01,5.44,0.936,5
1861.35,353.133,-33.7069,5,5,117.0,12.01,5.44,0.936,5
1861.35,353.593,-33.7485,5,5,117.0,12.01,5.44,0.936,5
1861.35,352.845,-33.6638,5,5,117.0,12.01,5.44,0.936,5
1861.35,353.537,-33.7257,5,5,117.0,12.01,5.44,0.936,5
1861.35,353.65,-33.7722,5,5,117.0,12.01,5.44,0.936,5
1861.36,353.02,-33.6283,5,5,117.0,12.01,5.44,0.936,5
1861.36,352.905,-33.638,5,5,117.0,12.01,5.44,0.936,5
1861.36,352.963,-33.621,5,5,117.0,12.01,5.44,0.936,5
1861.37,353.193,-33.6335,5,5,117.0,12.01,5.44,0.936,5
1861.37,353.366,-33.6398,5,5,117.0,12.01,5.44,0.936,5
1861.37,353.309,-33.6325,5,5,117.0,12.01,5.44,0.936,5
1861.37,353.424,-33.6461,5,5,117.0,12.01,5.44,0.936,5
1861.37,353.481,-33.6621,5,5,117.0,12.01,5.44,0.936,5
1861.37,353.251,-33.633,5,5,117.0,12.01,5.44,0.936,5
1862.01,350.735,-34.4459,5,5,117.0,12.01,5.44,0.9508405848787507,5
1862.04,354.842,-34.9044,5,5,117.0,12.01,5.44,0.9516751069900194,5
1862.05,350.799,-34.3065,5,5,117.0,12.01,5.44,0.9519532810271091,5
1862.05,355.134,-39.09,5,5,117.0,12.01,5.44,0.9519532810271091,5
1862.06,355.074,-39.0731,5,5,117.0,12.01,5.44,0.9522314550641987,5
1862.07,354.787,-34.7739,5,5,117.0,12.01,5.44,0.9525096291012883,5
1862.08,350.864,-34.1845,5,5,117.0,12.01,5.44,0.9527878031383779,5
1862.09,355.018,-38.9358,5,5,117.0,12.01,5.44,0.9530659771754675,5
1862.1,354.733,-34.6443,5,5,117.0,12.01,5.44,0.9533441512125571,5
1862.12,350.931,-34.0295,5,5,117.0,12.01,5.44,0.9539004992867364,5
1862.13,354.963,-38.781,5,5,117.0,12.01,5.44,0.9541786733238323,5
1862.15,354.68,-34.4332,5,5,117.0,12.01,5.44,0.9547350213980115,5
1862.17,354.625,-34.3618,5,5,117.0,12.01,5.44,0.9552913694721907,5
1862.18,351.001,-33.8104,5,5,117.0,12.01,5.44,0.9555695435092804,5
1862.18,354.909,-38.5583,5,5,117.0,12.01,5.44,0.9555695435092804,5
1862.19,354.569,-34.2652,5,5,117.0,12.01,5.44,0.95584771754637,5
1862.19,351.059,-33.7934,5,5,117.0,12.01,5.44,0.95584771754637,5
1862.19,351.117,-33.7764,5,5,117.0,12.01,5.44,0.95584771754637,5
1862.2,354.512,-34.2172,5,5,117.0,12.01,5.44,0.9561258915834595,5
1862.22,351.181,-33.6709,5,5,117.0,12.01,5.44,0.9566822396576388,5
1862.23,351.24,-33.6539,5,5,117.0,12.01,5.44,0.9569604136947284,5
1862.25,354.46,-34.0158,5,5,117.0,12.01,5.44,0.9575167617689075,5
1862.26,351.304,-33.5242,5,5,117.0,12.01,5.44,0.9577949358059972,5
1862.26,354.404,-33.9755,5,5,117.0,12.01,5.44,0.9577949358059972,5
1862.27,351.363,-33.4994,5,5,117.0,12.01,5.44,0.9580731098430868,5
1862.28,354.349,-33.8556,5,5,117.0,12.01,5.44,0.9583512838801764,5
1862.29,351.425,-33.426,5,5,117.0,12.01,5.44,0.9586294579172661,5
1862.3,354.294,-33.792,5,5,117.0,12.01,5.44,0.9589076319543557,5
1862.3,351.599,-33.4002,5,5,117.0,12.01,5.44,0.9589076319543557,5
1862.3,351.54,-33.4163,5,5,117.0,12.01,5.44,0.9589076319543557,5
1862.3,351.482,-33.4177,5,5,117.0,12.01,5.44,0.9589076319543557,5
1862.31,354.239,-33.7207,5,5,117.0,12.01,5.44,0.9591858059914452,5
1862.31,351.772,-33.3812,5,5,117.0,12.01,5.44,0.9591858059914452,5
1862.31,351.656,-33.3987,5,5,117.0,12.01,5.44,0.9591858059914452,5
1862.31,351.714,-33.3982,5,5,117.0,12.01,5.44,0.9591858059914452,5
1862.31,354.18,-33.7134,5,5,117.0,12.01,5.44,0.9591858059914452,5
1862.32,354.124,-33.6984,5,5,117.0,12.01,5.44,0.9594639800285348,5
1862.34,352.063,-33.3049,5,5,117.0,12.01,5.44,0.9600203281027141,5
1862.34,352.007,-33.2976,5,5,117.0,12.01,5.44,0.9600203281027141,5
1862.34,351.834,-33.2923,5,5,117.0,12.01,5.44,0.9600203281027141,5
1862.35,351.894,-33.2588,5,5,117.0,12.01,5.44,0.9602985021398037,5
1862.35,351.95,-33.2738,5,5,117.0,12.01,5.44,0.9602985021398037,5
1862.35,352.122,-33.2878,5,5,117.0,12.01,5.44,0.9602985021398037,5
1862.36,354.072,-33.5056,5,5,117.0,12.01,5.44,0.9605766761768932,5
1862.36,352.295,-33.2766,5,5,117.0,12.01,5.44,0.9605766761768932,5
1862.36,352.352,-33.2839,5,5,117.0,12.01,5.44,0.9605766761768932,5
1862.36,352.18,-33.2708,5,5,117.0,12.01,5.44,0.9605766761768932,5
1862.36,352.238,-33.2703,5,5,117.0,12.01,5.44,0.9605766761768932,5
1862.37,352.411,-33.2668,5,5,117.0,12.01,5.44,0.9608548502139829,5
1862.37,353.958,-33.4591,5,5,117.0,12.01,5.44,0.9608548502139829,5
1862.37,354.016,-33.4751,5,5,117.0,12.01,5.44,0.9608548502139829,5
1862.37,353.901,-33.4441,5,5,117.0,12.01,5.44,0.9608548502139829,5
1862.38,352.585,-33.2401,5,5,117.0,12.01,5.44,0.9611330242510788,5
1862.38,352.528,-33.2173,5,5,117.0,12.01,5.44,0.9611330242510788,5
1862.38,352.47,-33.2188,5,5,117.0,12.01,5.44,0.9611330242510788,5
1862.38,352.642,-33.2396,5,5,117.0,12.01,5.44,0.9611330242510788,5
1862.38,352.7,-33.2391,5,5,117.0,12.01,5.44,0.9611330242510788,5
1862.39,352.758,-33.2143,5,5,117.0,12.01,5.44,0.9614111982881685,5
1862.4,352.818,-33.1807,5,5,117.0,12.01,5.44,0.9616893723252581,5
1862.41,353.849,-33.2853,5,5,117.0,12.01,5.44,0.9619675463623477,5
1862.42,353.049,-33.1214,5,5,117.0,12.01,5.44,0.9622457203994372,5
1862.42,353.736,-33.2309,5,5,117.0,12.01,5.44,0.9622457203994372,5
1862.42,353.679,-33.2237,5,5,117.0,12.01,5.44,0.9622457203994372,5
1862.42,353.621,-33.2242,5,5,117.0,12.01,5.44,0.9622457203994372,5
1862.42,352.992,-33.1307,5,5,117.0,12.01,5.44,0.9622457203994372,5
1862.42,352.877,-33.1317,5,5,117.0,12.01,5.44,0.9622457203994372,5
1862.42,352.934,-33.1389,5,5,117.0,12.01,5.44,0.9622457203994372,5
1862.42,353.793,-33.2538,5,5,117.0,12.01,5.44,0.9622457203994372,5
1862.42,353.564,-33.2169,5,5,117.0,12.01,5.44,0.9622457203994372,5
1862.43,353.28,-33.1262,5,5,117.0,12.01,5.44,0.9625238944365269,5
1862.43,353.337,-33.1247,5,5,117.0,12.01,5.44,0.9625238944365269,5
1862.43,353.108,-33.0889,5,5,117.0,12.01,5.44,0.9625238944365269,5
1862.43,353.509,-33.1543,5,5,117.0,12.01,5.44,0.9625238944365269,5
1862.44,353.395,-33.1077,5,5,117.0,12.01,5.44,0.9628020684736165,5
1862.44,353.167,-33.0641,5,5,117.0,12.01,5.44,0.9628020684736165,5
1862.44,353.223,-33.0869,5,5,117.0,12.01,5.44,0.9628020684736165,5
1862.44,353.452,-33.115,5,5,117.0,12.01,5.44,0.9628020684736165,5
1862.99,355.185,-39.0881,5,5,112.36215793587886,11.592419859264279,5.44,0.975,5
1863.02,355.127,-38.9683,5,5,111.1143080531591,11.480066458169777,5.44,0.975,5
1863.03,350.541,-34.5748,5,5,110.69835809225252,11.442615324471609,5.44,0.975,5
1863.1,350.612,-34.3382,5,5,107.78670836590645,11.180457388584434,5.44,0.975,5
1863.16,350.685,-34.0773,5,5,105.2910086004575,10.955750586394576,5.44,0.975,5
1863.17,354.952,-34.6452,5,5,104.87505863955093,10.918299452696408,5.44,0.975,5
1863.2,350.75,-33.9476,5,5,103.62720875683118,10.805946051601905,5.44,0.975,5
1863.2,354.899,-34.499,5,5,103.62720875683118,10.805946051601905,5.44,0.975,5
1863.23,350.814,-33.8169,5,5,102.37935887411143,10.693592650507401,5.44,0.975,5
1863.23,354.844,-34.3695,5,5,102.37935887411143,10.693592650507401,5.44,0.975,5
1863.26,354.789,-34.2729,5,5,101.13150899139168,10.5812392494129,5.44,0.975,5
1863.27,354.732,-34.2093,5,5,100.71555903048511,10.543788115714731,5.44,0.975,5
1863.27,350.88,-33.6794,5,5,100.71555903048511,10.543788115714731,5.44,0.975,5
1863.3,350.944,-33.5739,5,5,99.46770914776536,10.431434714620227,5.44,0.975,5
1863.31,351.003,-33.5326,5,5,99.05175918685879,10.39398358092206,5.44,0.975,5
1863.32,351.063,-33.5,5,5,98.6358092259522,10.356532447223891,5.44,0.975,5
1863.32,354.681,-33.9914,5,5,98.6358092259522,10.356532447223891,5.44,0.975,5
1863.33,354.623,-33.9521,5,5,98.21985926504561,10.319081313525723,5.44,0.975,5
1863.33,351.121,-33.4908,5,5,98.21985926504561,10.319081313525723,5.44,0.975,5
1863.35,351.182,-33.4261,5,5,97.38795934323245,10.24417904612939,5.44,0.975,5
1863.36,351.241,-33.3926,5,5,96.97200938232588,10.206727912431221,5.44,0.975,5
1863.37,351.359,-33.343,5,5,96.55605942141929,10.169276778733053,5.44,0.975,5
1863.37,351.301,-33.36,5,5,96.55605942141929,10.169276778733053,5.44,0.975,5
1863.38,354.572,-33.7506,5,5,96.14010946050325,10.131825645034034,5.44,0.975,5
1863.38,351.418,-33.326,5,5,96.14010946050325,10.131825645034034,5.44,0.975,5
1863.38,354.514,-33.7279,5,5,96.14010946050325,10.131825645034034,5.44,0.975,5
1863.38,351.533,-33.324,5,5,96.14010946050325,10.131825645034034,5.44,0.975,5
1863.38,354.457,-33.7206,5,5,96.14010946050325,10.131825645034034,5.44,0.975,5
1863.38,351.475,-33.3177,5,5,96.14010946050325,10.131825645034034,5.44,0.975,5
1863.39,351.649,-33.2987,5,5,95.72415949959668,10.094374511335866,5.44,0.975,5
1863.39,351.935,-33.3418,5,5,95.72415949959668,10.094374511335866,5.44,0.975,5
1863.39,351.992,-33.3579,5,5,95.72415949959668,10.094374511335866,5.44,0.975,5
1863.39,351.706,-33.306,5,5,95.72415949959668,10.094374511335866,5.44,0.975,5
1863.39,354.4,-33.7056,5,5,95.72415949959668,10.094374511335866,5.44,0.975,5
1863.39,351.59,-33.3235,5,5,95.72415949959668,10.094374511335866,5.44,0.975,5
1863.4,351.879,-33.2948,5,5,95.3082095386901,10.056923377637698,5.44,0.975,5
1863.4,351.764,-33.2967,5,5,95.3082095386901,10.056923377637698,5.44,0.975,5
1863.41,351.823,-33.2797,5,5,94.8922595777835,10.01947224393953,5.44,0.975,5
1863.41,352.11,-33.284,5,5,94.8922595777835,10.01947224393953,5.44,0.975,5
1863.41,352.052,-33.2923,5,5,94.8922595777835,10.01947224393953,5.44,0.975,5
1863.43,354.234,-33.4906,5,5,94.06035965597034,9.944569976543194,5.44,0.975,5
1863.43,354.291,-33.5143,5,5,94.06035965597034,9.944569976543194,5.44,0.975,5
1863.43,354.347,-33.5294,5,5,94.06035965597034,9.944569976543194,5.44,0.975,5
1863.44,352.401,-33.2232,5,5,93.64440969506377,9.907118842845026,5.44,0.975,5
1863.44,354.177,-33.46,5,5,93.64440969506377,9.907118842845026,5.44,0.975,5
1863.44,352.458,-33.2227,5,5,93.64440969506377,9.907118842845026,5.44,0.975,5
1863.44,352.171,-33.2029,5,5,93.64440969506377,9.907118842845026,5.44,0.975,5
1863.45,352.288,-33.1533,5,5,93.22845973415718,9.86966770914686,5.44,0.975,5
1863.45,352.231,-33.1693,5,5,93.22845973415718,9.86966770914686,5.44,0.975,5
1863.46,354.122,-33.3721,5,5,92.81250977325061,9.832216575448692,5.44,0.975,5
1863.46,354.064,-33.3649,5,5,92.81250977325061,9.832216575448692,5.44,0.975,5
1863.46,352.346,-33.1518,5,5,92.81250977325061,9.832216575448692,5.44,0.975,5
1863.47,352.52,-33.125,5,5,92.39655981234402,9.794765441750524,5.44,0.975,5
1863.48,352.578,-33.1003,5,5,91.98060985143744,9.757314308052356,5.44,0.975,5
1863.48,354.01,-33.2702,5,5,91.98060985143744,9.757314308052356,5.44,0.975,5
1863.48,352.637,-33.0842,5,5,91.98060985143744,9.757314308052356,5.44,0.975,5
1863.49,353.152,-33.1321,5,5,91.56465989053086,9.719863174354188,5.44,0.975,5
1863.49,353.953,-33.2474,5,5,91.56465989053086,9.719863174354188,5.44,0.975,5
1863.49,352.695,-33.0672,5,5,91.56465989053086,9.719863174354188,5.44,0.975,5
1863.49,353.095,-33.1083,5,5,91.56465989053086,9.719863174354188,5.44,0.975,5
1863.49,353.037,-33.1098,5,5,91.56465989053086,9.719863174354188,5.44,0.975,5
1863.49,353.209,-33.1472,5,5,91.56465989053086,9.719863174354188,5.44,0.975,5
1863.49,352.982,-33.086,5,5,91.56465989053086,9.719863174354188,5.44,0.975,5
1863.49,353.897,-33.2159,5,5,91.56465989053086,9.719863174354188,5.44,0.975,5
1863.5,353.269,-33.0903,5,5,91.14870992962427,9.68241204065602,5.44,0.975,5
1863.5,352.754,-33.0337,5,5,91.14870992962427,9.68241204065602,5.44,0.975,5
1863.5,352.869,-33.0327,5,5,91.14870992962427,9.68241204065602,5.44,0.975,5
1863.5,352.925,-33.0477,5,5,91.14870992962427,9.68241204065602,5.44,0.975,5
1863.5,352.811,-33.0254,5,5,91.14870992962427,9.68241204065602,5.44,0.975,5
1863.5,353.84,-33.1931,5,5,91.14870992962427,9.68241204065602,5.44,0.975,5
1863.51,353.728,-33.1067,5,5,90.7327599687177,9.644960906957852,5.44,0.975,5
1863.51,353.327,-33.0733,5,5,90.7327599687177,9.644960906957852,5.44,0.975,5
1863.51,353.785,-33.114,5,5,90.7327599687177,9.644960906957852,5.44,0.975,5
1863.52,353.385,-33.0485,5,5,90.31681000781111,9.607509773259686,5.44,0.975,5
1863.52,353.443,-33.0393,5,5,90.31681000781111,9.607509773259686,5.44,0.975,5
1863.52,353.671,-33.0839,5,5,90.31681000781111,9.607509773259686,5.44,0.975,5
1863.52,353.615,-33.0523,5,5,90.31681000781111,9.607509773259686,5.44,0.975,5
1863.53,353.558,-33.0295,5,5,89.90086004690454,9.570058639561516,5.44,0.975,5
1863.53,353.5,-33.0301,5,5,89.90086004690454,9.570058639561516,5.44,0.975,5
1863.97,350.358,-34.5614,5,5,71.59906176699603,7.9222087568404325,5.44,0.975,5
1864.03,355.216,-39.2405,5,5,69.10336200155655,7.697501954651425,5.44,0.975,5
1864.05,350.435,-34.2276,5,5,68.27146207974337,7.62259968725509,5.44,0.975,5
1864.08,355.173,-34.7718,5,5,67.02361219702364,7.510246286160587,5.44,0.975,5
1864.1,350.504,-34.0405,5,5,66.19171227521048,7.435344018764251,5.44,0.975,5
1864.12,355.118,-34.6179,5,5,65.3598123533973,7.360441751367916,5.44,0.975,5
1864.15,355.063,-34.4883,5,5,64.11196247066812,7.248088350272561,5.44,0.975,5
1864.16,350.573,-33.837,5,5,63.8,7.22,5.435849724625811,0.9751062155782968,5
1864.17,350.634,-33.7956,5,5,63.8,7.22,5.419248623130939,0.9755310778914357,5
1864.18,350.693,-33.7708,5,5,63.8,7.22,5.402647521636068,0.9759559402045745,5
1864.2,355.01,-34.286,5,5,63.8,7.22,5.369445318646325,0.9768056648308523,5
1864.22,350.76,-33.5935,5,5,63.8,7.22,5.336243115656583,0.9776553894571302,5
1864.23,354.957,-34.1331,5,5,63.8,7.22,5.319642014161711,0.978080251770269,5
1864.24,350.821,-33.5444,5,5,63.8,7.22,5.30304091266684,0.9785051140834079,5
1864.27,350.885,-33.4312,5,5,63.8,7.22,5.253237608182226,0.9797797010228245,5
1864.29,354.905,-33.8909,5,5,63.8,7.22,5.220035405192483,0.9806294256491023,5
1864.29,350.947,-33.3413,5,5,63.8,7.22,5.220035405192483,0.9806294256491023,5
1864.3,351.006,-33.3252,5,5,63.8,7.22,5.203434303697612,0.9810542879622411,5
1864.31,351.065,-33.2839,5,5,63.8,7.22,5.18683320220274,0.9814791502753801,5
1864.32,354.736,-33.7487,5,5,63.8,7.22,5.170232100707869,0.981904012588519,5
1864.32,354.85,-33.7865,5,5,63.8,7.22,5.170232100707869,0.981904012588519,5
1864.32,354.794,-33.7637,5,5,63.8,7.22,5.170232100707869,0.981904012588519,5
1864.33,354.679,-33.7249,5,5,63.8,7.22,5.153630999212997,0.9823288749016579,5
1864.33,351.125,-33.2426,5,5,63.8,7.22,5.153630999212997,0.9823288749016579,5
1864.34,351.185,-33.1945,5,5,63.8,7.22,5.137029897718126,0.9827537372147968,5
1864.34,351.243,-33.1853,5,5,63.8,7.22,5.137029897718126,0.9827537372147968,5
1864.35,351.301,-33.1848,5,5,63.8,7.22,5.120428796223255,0.9831785995279356,5
1864.35,354.623,-33.6216,5,5,63.8,7.22,5.120428796223255,0.9831785995279356,5
1864.35,351.358,-33.1833,5,5,63.8,7.22,5.120428796223255,0.9831785995279356,5
1864.36,351.417,-33.1585,5,5,63.8,7.22,5.103827694728383,0.9836034618410745,5
1864.36,354.567,-33.5822,5,5,63.8,7.22,5.103827694728383,0.9836034618410745,5
1864.37,354.512,-33.5187,5,5,63.8,7.22,5.087226593233512,0.9840283241542134,5
1864.37,351.475,-33.1259,5,5,63.8,7.22,5.087226593233512,0.9840283241542134,5
1864.38,351.651,-33.0836,5,5,63.8,7.22,5.070625491738263,0.9844531864673619,5
1864.38,354.455,-33.4794,5,5,63.8,7.22,5.070625491738263,0.9844531864673619,5
1864.38,351.535,-33.1011,5,5,63.8,7.22,5.070625491738263,0.9844531864673619,5
1864.38,351.593,-33.0841,5,5,63.8,7.22,5.070625491738263,0.9844531864673619,5
1864.38,351.765,-33.1049,5,5,63.8,7.22,5.070625491738263,0.9844531864673619,5
1864.38,351.707,-33.1064,5,5,63.8,7.22,5.070625491738263,0.9844531864673619,5
1864.39,351.88,-33.0719,5,5,63.8,7.22,5.0540243902433915,0.9848780487805009,5
1864.39,354.399,-33.4401,5,5,63.8,7.22,5.0540243902433915,0.9848780487805009,5
1864.39,351.822,-33.0889,5,5,63.8,7.22,5.0540243902433915,0.9848780487805009,5
1864.4,352.282,-33.0897,5,5,63.8,7.22,5.037423288748521,0.9853029110936398,5
1864.4,352.453,-33.1183,5,5,63.8,7.22,5.037423288748521,0.9853029110936398,5
1864.4,352.396,-33.1033,5,5,63.8,7.22,5.037423288748521,0.9853029110936398,5
1864.4,352.339,-33.1048,5,5,63.8,7.22,5.037423288748521,0.9853029110936398,5
1864.41,351.94,-33.0383,5,5,63.8,7.22,5.020822187253649,0.9857277734067786,5
1864.41,352.511,-33.1178,5,5,63.8,7.22,5.020822187253649,0.9857277734067786,5
1864.41,354.343,-33.3609,5,5,63.8,7.22,5.020822187253649,0.9857277734067786,5
1864.41,352.568,-33.1251,5,5,63.8,7.22,5.020822187253649,0.9857277734067786,5
1864.41,352.683,-33.1231,5,5,63.8,7.22,5.020822187253649,0.9857277734067786,5
1864.41,352.056,-33.0208,5,5,63.8,7.22,5.020822187253649,0.9857277734067786,5
1864.41,352.625,-33.1236,5,5,63.8,7.22,5.020822187253649,0.9857277734067786,5
1864.41,352.798,-33.1211,5,5,63.8,7.22,5.020822187253649,0.9857277734067786,5
1864.41,351.997,-33.0379,5,5,63.8,7.22,5.020822187253649,0.9857277734067786,5
1864.41,352.74,-33.1304,5,5,63.8,7.22,5.020822187253649,0.9857277734067786,5
1864.42,352.171,-33.0033,5,5,63.8,7.22,5.004221085758778,0.9861526357199175,5
1864.42,352.228,-33.0261,5,5,63.8,7.22,5.004221085758778,0.9861526357199175,5
1864.42,352.114,-32.996,5,5,63.8,7.22,5.004221085758778,0.9861526357199175,5
1864.43,352.857,-33.0721,5,5,63.8,7.22,4.987619984263906,0.9865774980330564,5
1864.43,354.288,-33.2576,5,5,63.8,7.22,4.987619984263906,0.9865774980330564,5
1864.43,354.232,-33.2348,5,5,63.8,7.22,4.987619984263906,0.9865774980330564,5
1864.44,354.118,-33.2047,5,5,63.8,7.22,4.971018882769035,0.9870023603461953,5
1864.44,354.175,-33.2197,5,5,63.8,7.22,4.971018882769035,0.9870023603461953,5
1864.45,352.918,-32.9919,5,5,63.8,7.22,4.954417781274164,0.9874272226593341,5
1864.46,352.976,-32.9827,5,5,63.8,7.22,4.937816679779292,0.987852084972473,5
1864.46,354.006,-33.1105,5,5,63.8,7.22,4.937816679779292,0.987852084972473,5
1864.46,354.063,-33.1256,5,5,63.8,7.22,4.937816679779292,0.987852084972473,5
1864.46,353.949,-33.08,5,5,63.8,7.22,4.937816679779292,0.987852084972473,5
1864.47,353.893,-33.0484,5,5,63.8,7.22,4.921215578284421,0.988276947285612,5
1864.47,353.837,-33.0334,5,5,63.8,7.22,4.921215578284421,0.988276947285612,5
1864.47,353.036,-32.9268,5,5,63.8,7.22,4.921215578284421,0.988276947285612,5
1864.48,353.094,-32.9098,5,5,63.8,7.22,4.90461447678955,0.9887018095987509,5
1864.48,353.152,-32.9006,5,5,63.8,7.22,4.90461447678955,0.9887018095987509,5
1864.48,353.78,-32.9863,5,5,63.8,7.22,4.90461447678955,0.9887018095987509,5
1864.48,353.38,-32.9374,5,5,63.8,7.22,4.90461447678955,0.9887018095987509,5
1864.49,353.438,-32.9126,5,5,63.8,7.22,4.888013375294678,0.9891266719118897,5
1864.49,353.325,-32.8903,5,5,63.8,7.22,4.888013375294678,0.9891266719118897,5
1864.49,353.496,-32.9111,5,5,63.8,7.22,4.888013375294678,0.9891266719118897,5
1864.49,353.211,-32.868,5,5,63.8,7.22,4.888013375294678,0.9891266719118897,5
1864.49,353.553,-32.9106,5,5,63.8,7.22,4.888013375294678,0.9891266719118897,5
1864.49,353.724,-32.9557,5,5,63.8,7.22,4.888013375294678,0.9891266719118897,5
1864.5,353.611,-32.9091,5,5,63.8,7.22,4.871412273799807,0.9895515342250286,5
1864.5,353.669,-32.9009,5,5,63.8,7.22,4.871412273799807,0.9895515342250286,5
1864.5,353.27,-32.8354,5,5,63.8,7.22,4.871412273799807,0.9895515342250286,5
1865.12,350.181,-34.2127,5,5,63.8,7.22,3.842143981117027,1.015892997639659,5
1865.15,350.246,-34.0897,5,5,63.8,7.22,3.7923406766320356,1.0171675845790853,5
1865.18,350.31,-33.9765,5,5,63.8,7.22,3.7425373721474213,1.018442171518502,5
1865.21,355.271,-34.547,5,5,63.8,7.22,3.6927340676628075,1.0197167584579185,5
1865.21,350.375,-33.8701,5,5,63.8,7.22,3.6927340676628075,1.0197167584579185,5
1865.22,355.213,-34.5077,5,5,63.8,7.22,3.676132966167936,1.0201416207710574,5
1865.23,350.435,-33.8287,5,5,63.8,7.22,3.6595318646730646,1.0205664830841963,5
1865.24,350.495,-33.7962,5,5,63.8,7.22,3.6429307631781933,1.0209913453973352,5
1865.26,355.16,-34.3219,5,5,63.8,7.22,3.609728560188451,1.0218410700236131,5
1865.28,350.563,-33.6101,5,5,63.8,7.22,3.576526357198708,1.0226907946498909,5
1865.3,350.623,-33.5688,5,5,63.8,7.22,3.543324154208965,1.0235405192761686,5
1865.31,350.683,-33.5362,5,5,63.8,7.22,3.5267230527140936,1.0239653815893075,5
1865.33,355.108,-34.0389,5,5,63.8,7.22,3.4935208497243506,1.0248151062155852,5
1865.33,350.745,-33.4385,5,5,63.8,7.22,3.4935208497243506,1.0248151062155852,5
1865.34,355.052,-34.0073,5,5,63.8,7.22,3.47691974822948,1.0252399685287241,5
1865.35,354.995,-33.9758,5,5,63.8,7.22,3.460318646734608,1.025664830841863,5
1865.36,350.809,-33.3418,5,5,63.8,7.22,3.443717545239737,1.0260896931550019,5
1865.37,350.867,-33.3083,5,5,63.8,7.22,3.4271164437448656,1.0265145554681407,5
1865.38,350.928,-33.2679,5,5,63.8,7.22,3.410515342249617,1.0269394177812894,5
1865.39,354.941,-33.8074,5,5,63.8,7.22,3.393914240754745,1.0273642800944283,5
1865.39,354.884,-33.7836,5,5,63.8,7.22,3.393914240754745,1.0273642800944283,5
